"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY NEXT 50","15 Sep 2011","13.87","2.42","1.40"
"NIFTY NEXT 50","14 Sep 2011","13.66","2.39","1.42"
"NIFTY NEXT 50","13 Sep 2011","13.58","2.37","1.43"
"NIFTY NEXT 50","12 Sep 2011","13.60","2.38","1.43"
"NIFTY NEXT 50","09 Sep 2011","13.94","2.44","1.40"
"NIFTY NEXT 50","08 Sep 2011","14.13","2.47","1.38"
"NIFTY NEXT 50","07 Sep 2011","14.12","2.47","1.38"
"NIFTY NEXT 50","06 Sep 2011","13.87","2.42","1.40"
"NIFTY NEXT 50","05 Sep 2011","13.87","2.42","1.40"
"NIFTY NEXT 50","02 Sep 2011","13.82","2.42","1.41"
"NIFTY NEXT 50","30 Aug 2011","13.65","2.39","1.43"
"NIFTY NEXT 50","29 Aug 2011","13.49","2.36","1.44"
"NIFTY NEXT 50","26 Aug 2011","13.12","2.29","1.48"
"NIFTY NEXT 50","25 Aug 2011","13.41","2.34","1.45"
"NIFTY NEXT 50","24 Aug 2011","13.58","2.37","1.43"
"NIFTY NEXT 50","23 Aug 2011","13.71","2.40","1.42"
"NIFTY NEXT 50","22 Aug 2011","13.62","2.38","1.43"
"NIFTY NEXT 50","19 Aug 2011","13.48","2.36","1.44"
"NIFTY NEXT 50","18 Aug 2011","13.59","2.37","1.43"
"NIFTY NEXT 50","17 Aug 2011","13.90","2.63","1.01"
"NIFTY NEXT 50","16 Aug 2011","13.96","2.65","1.01"
"NIFTY NEXT 50","12 Aug 2011","14.11","2.68","1.00"
"NIFTY NEXT 50","11 Aug 2011","14.24","2.70","0.99"
"NIFTY NEXT 50","10 Aug 2011","14.31","2.71","0.98"
"NIFTY NEXT 50","09 Aug 2011","14.03","2.66","1.00"
"NIFTY NEXT 50","08 Aug 2011","14.19","2.69","0.99"
"NIFTY NEXT 50","05 Aug 2011","14.38","2.73","0.98"
"NIFTY NEXT 50","04 Aug 2011","14.63","2.77","0.96"
"NIFTY NEXT 50","03 Aug 2011","14.68","2.78","0.96"
"NIFTY NEXT 50","02 Aug 2011","14.77","2.97","1.17"
"NIFTY NEXT 50","01 Aug 2011","14.89","3.00","1.16"
"NIFTY NEXT 50","29 Jul 2011","15.03","3.00","1.16"
"NIFTY NEXT 50","28 Jul 2011","15.37","3.06","1.14"
"NIFTY NEXT 50","27 Jul 2011","15.59","3.09","1.13"
"NIFTY NEXT 50","26 Jul 2011","15.71","3.09","1.13"
"NIFTY NEXT 50","25 Jul 2011","15.80","3.12","1.12"
"NIFTY NEXT 50","22 Jul 2011","15.67","3.11","1.12"
"NIFTY NEXT 50","21 Jul 2011","15.50","3.07","1.14"
"NIFTY NEXT 50","20 Jul 2011","15.66","3.10","1.13"
"NIFTY NEXT 50","19 Jul 2011","15.86","3.14","1.11"
"NIFTY NEXT 50","18 Jul 2011","15.86","3.14","1.11"
"NIFTY NEXT 50","15 Jul 2011","15.83","3.14","1.11"
"NIFTY NEXT 50","14 Jul 2011","15.83","3.14","1.11"
"NIFTY NEXT 50","13 Jul 2011","15.68","3.11","1.12"
"NIFTY NEXT 50","12 Jul 2011","15.51","3.07","1.14"
"NIFTY NEXT 50","11 Jul 2011","15.67","3.11","1.12"
"NIFTY NEXT 50","08 Jul 2011","15.81","3.13","1.12"
"NIFTY NEXT 50","07 Jul 2011","16.07","3.18","1.10"
"NIFTY NEXT 50","06 Jul 2011","15.90","3.14","1.11"
"NIFTY NEXT 50","05 Jul 2011","15.87","3.14","1.11"
"NIFTY NEXT 50","04 Jul 2011","15.90","3.14","1.11"
"NIFTY NEXT 50","01 Jul 2011","15.72","3.11","1.12"
"NIFTY NEXT 50","30 Jun 2011","15.64","3.09","1.13"
"NIFTY NEXT 50","29 Jun 2011","15.60","3.08","1.13"
"NIFTY NEXT 50","28 Jun 2011","15.56","3.08","1.13"
"NIFTY NEXT 50","27 Jun 2011","15.59","3.19","1.09"
"NIFTY NEXT 50","24 Jun 2011","15.31","3.13","1.11"
"NIFTY NEXT 50","23 Jun 2011","14.99","3.07","1.13"
"NIFTY NEXT 50","22 Jun 2011","14.97","3.11","1.06"
"NIFTY NEXT 50","21 Jun 2011","15.06","3.13","1.06"
"NIFTY NEXT 50","20 Jun 2011","15.10","3.14","1.05"
"NIFTY NEXT 50","17 Jun 2011","15.38","3.20","1.03"
"NIFTY NEXT 50","16 Jun 2011","15.48","3.22","1.03"
"NIFTY NEXT 50","15 Jun 2011","15.63","3.25","1.02"
"NIFTY NEXT 50","14 Jun 2011","15.77","3.28","1.01"
"NIFTY NEXT 50","13 Jun 2011","15.71","3.27","1.01"
"NIFTY NEXT 50","10 Jun 2011","15.69","3.27","1.01"
"NIFTY NEXT 50","09 Jun 2011","15.78","3.28","1.01"
"NIFTY NEXT 50","08 Jun 2011","15.82","3.29","1.00"
"NIFTY NEXT 50","07 Jun 2011","15.84","3.41","0.99"
"NIFTY NEXT 50","06 Jun 2011","15.72","3.38","0.99"
"NIFTY NEXT 50","03 Jun 2011","15.83","3.40","0.99"
"NIFTY NEXT 50","02 Jun 2011","15.88","3.42","0.98"
"NIFTY NEXT 50","01 Jun 2011","16.02","3.46","0.97"
"NIFTY NEXT 50","31 May 2011","15.96","3.44","0.97"
"NIFTY NEXT 50","30 May 2011","15.83","3.38","0.99"
"NIFTY NEXT 50","27 May 2011","15.64","3.40","1.00"
"NIFTY NEXT 50","26 May 2011","15.46","3.36","1.01"
"NIFTY NEXT 50","25 May 2011","15.45","3.35","1.01"
"NIFTY NEXT 50","24 May 2011","15.46","3.35","1.01"
"NIFTY NEXT 50","23 May 2011","15.33","3.32","1.02"
"NIFTY NEXT 50","20 May 2011","15.49","3.35","1.01"
"NIFTY NEXT 50","19 May 2011","15.43","3.33","1.02"
"NIFTY NEXT 50","18 May 2011","15.50","3.35","1.01"
"NIFTY NEXT 50","17 May 2011","15.67","3.39","1.00"
"NIFTY NEXT 50","16 May 2011","15.76","3.40","1.00"
"NIFTY NEXT 50","13 May 2011","15.72","3.39","1.00"
"NIFTY NEXT 50","12 May 2011","15.96","3.35","1.01"
"NIFTY NEXT 50","11 May 2011","16.03","3.37","1.01"
"NIFTY NEXT 50","10 May 2011","15.98","3.35","1.02"
"NIFTY NEXT 50","09 May 2011","16.02","3.35","1.01"
"NIFTY NEXT 50","06 May 2011","15.97","3.33","1.02"
"NIFTY NEXT 50","05 May 2011","15.79","3.27","1.04"
"NIFTY NEXT 50","04 May 2011","15.99","3.30","1.03"
"NIFTY NEXT 50","03 May 2011","16.12","3.33","1.02"
"NIFTY NEXT 50","02 May 2011","16.58","3.40","1.00"
"NIFTY NEXT 50","29 Apr 2011","16.87","3.44","0.99"
"NIFTY NEXT 50","28 Apr 2011","17.30","3.48","0.98"
"NIFTY NEXT 50","27 Apr 2011","17.43","3.50","0.97"
"NIFTY NEXT 50","26 Apr 2011","17.54","3.49","0.97"
"NIFTY NEXT 50","25 Apr 2011","17.55","3.49","0.97"
"NIFTY NEXT 50","21 Apr 2011","17.50","3.48","0.98"
"NIFTY NEXT 50","20 Apr 2011","16.66","3.22","1.03"
"NIFTY NEXT 50","19 Apr 2011","16.55","3.19","1.04"
"NIFTY NEXT 50","18 Apr 2011","16.57","3.19","1.04"
"NIFTY NEXT 50","15 Apr 2011","16.66","3.21","1.03"
"NIFTY NEXT 50","13 Apr 2011","16.67","3.21","1.03"
"NIFTY NEXT 50","11 Apr 2011","16.41","3.16","1.05"
"NIFTY NEXT 50","08 Apr 2011","16.56","3.19","1.04"
"NIFTY NEXT 50","07 Apr 2011","16.81","3.24","1.02"
"NIFTY NEXT 50","06 Apr 2011","16.70","3.21","1.03"
"NIFTY NEXT 50","05 Apr 2011","16.68","3.21","1.03"
"NIFTY NEXT 50","04 Apr 2011","16.49","3.17","1.04"
"NIFTY NEXT 50","01 Apr 2011","16.30","3.14","1.05"
"NIFTY NEXT 50","31 Mar 2011","16.18","3.11","1.06"
"NIFTY NEXT 50","30 Mar 2011","16.17","3.11","1.06"
"NIFTY NEXT 50","29 Mar 2011","15.90","3.06","1.08"
"NIFTY NEXT 50","28 Mar 2011","15.82","3.05","1.09"
"NIFTY NEXT 50","25 Mar 2011","15.70","3.02","1.09"
"NIFTY NEXT 50","24 Mar 2011","15.17","2.85","1.17"
"NIFTY NEXT 50","23 Mar 2011","15.07","2.84","1.17"
"NIFTY NEXT 50","22 Mar 2011","14.96","2.83","1.17"
"NIFTY NEXT 50","21 Mar 2011","14.84","2.80","1.18"
"NIFTY NEXT 50","18 Mar 2011","14.90","2.81","1.17"
"NIFTY NEXT 50","17 Mar 2011","15.04","2.84","1.16"
"NIFTY NEXT 50","16 Mar 2011","15.07","2.85","1.16"
"NIFTY NEXT 50","15 Mar 2011","14.87","2.81","1.17"
"NIFTY NEXT 50","14 Mar 2011","15.12","2.86","1.15"
"NIFTY NEXT 50","11 Mar 2011","15.00","2.83","1.16"
"NIFTY NEXT 50","10 Mar 2011","15.14","2.86","1.15"
"NIFTY NEXT 50","09 Mar 2011","15.20","2.87","1.15"
"NIFTY NEXT 50","08 Mar 2011","15.13","2.86","1.15"
"NIFTY NEXT 50","07 Mar 2011","14.99","2.83","1.16"
"NIFTY NEXT 50","04 Mar 2011","15.16","2.86","1.15"
"NIFTY NEXT 50","03 Mar 2011","15.16","2.86","1.15"
"NIFTY NEXT 50","01 Mar 2011","15.16","2.86","1.15"
"NIFTY NEXT 50","28 Feb 2011","14.66","2.77","1.19"
"NIFTY NEXT 50","25 Feb 2011","14.60","2.76","1.20"
"NIFTY NEXT 50","24 Feb 2011","14.50","2.74","1.20"
"NIFTY NEXT 50","23 Feb 2011","14.99","2.83","1.16"
"NIFTY NEXT 50","22 Feb 2011","15.10","2.85","1.16"
"NIFTY NEXT 50","21 Feb 2011","15.26","2.88","1.14"
"NIFTY NEXT 50","18 Feb 2011","15.16","2.86","1.15"
"NIFTY NEXT 50","17 Feb 2011","15.43","2.92","1.13"
"NIFTY NEXT 50","16 Feb 2011","15.25","2.88","1.14"
"NIFTY NEXT 50","15 Feb 2011","15.24","2.88","1.15"
"NIFTY NEXT 50","14 Feb 2011","15.15","2.86","1.15"
"NIFTY NEXT 50","11 Feb 2011","14.70","2.75","1.20"
"NIFTY NEXT 50","10 Feb 2011","14.40","2.69","1.22"
"NIFTY NEXT 50","09 Feb 2011","14.35","2.68","1.23"
"NIFTY NEXT 50","08 Feb 2011","14.76","2.76","1.19"
"NIFTY NEXT 50","07 Feb 2011","15.10","2.82","1.17"
"NIFTY NEXT 50","04 Feb 2011","15.16","2.83","1.16"
"NIFTY NEXT 50","03 Feb 2011","15.36","2.87","1.15"
"NIFTY NEXT 50","02 Feb 2011","15.18","2.84","1.16"
"NIFTY NEXT 50","01 Feb 2011","15.17","2.84","1.16"
"NIFTY NEXT 50","31 Jan 2011","15.43","2.88","1.14"
"NIFTY NEXT 50","28 Jan 2011","15.57","2.87","1.15"
"NIFTY NEXT 50","27 Jan 2011","15.90","2.94","1.12"
"NIFTY NEXT 50","25 Jan 2011","16.13","3.01","1.09"
"NIFTY NEXT 50","24 Jan 2011","16.28","3.03","1.09"
"NIFTY NEXT 50","21 Jan 2011","16.21","3.01","1.09"
"NIFTY NEXT 50","20 Jan 2011","16.34","3.00","1.10"
"NIFTY NEXT 50","19 Jan 2011","16.30","2.99","1.10"
"NIFTY NEXT 50","18 Jan 2011","16.21","2.97","1.11"
"NIFTY NEXT 50","17 Jan 2011","16.16","2.96","1.11"
"NIFTY NEXT 50","14 Jan 2011","16.28","2.98","1.10"
"NIFTY NEXT 50","13 Jan 2011","16.52","3.03","1.09"
"NIFTY NEXT 50","12 Jan 2011","16.58","3.04","1.08"
"NIFTY NEXT 50","11 Jan 2011","16.32","2.99","1.10"
"NIFTY NEXT 50","10 Jan 2011","16.33","2.99","1.10"
"NIFTY NEXT 50","07 Jan 2011","16.74","3.07","1.07"
"NIFTY NEXT 50","06 Jan 2011","17.07","3.13","1.05"
"NIFTY NEXT 50","05 Jan 2011","17.35","3.18","1.04"
"NIFTY NEXT 50","04 Jan 2011","17.55","3.21","1.02"
"NIFTY NEXT 50","03 Jan 2011","17.63","3.23","1.02"
"NIFTY NEXT 50","31 Dec 2010","17.59","3.22","1.02"
"NIFTY NEXT 50","30 Dec 2010","17.38","3.18","1.03"
"NIFTY NEXT 50","29 Dec 2010","17.28","3.16","1.04"
"NIFTY NEXT 50","28 Dec 2010","17.13","3.14","1.05"
"NIFTY NEXT 50","27 Dec 2010","17.15","3.14","1.05"
"NIFTY NEXT 50","24 Dec 2010","17.23","3.16","1.04"
"NIFTY NEXT 50","23 Dec 2010","17.28","3.16","1.04"
"NIFTY NEXT 50","22 Dec 2010","17.39","3.18","1.03"
"NIFTY NEXT 50","21 Dec 2010","17.39","3.18","1.03"
"NIFTY NEXT 50","20 Dec 2010","17.21","3.15","1.04"
"NIFTY NEXT 50","16 Dec 2010","17.24","3.16","1.04"
"NIFTY NEXT 50","15 Dec 2010","17.20","3.15","1.04"
"NIFTY NEXT 50","14 Dec 2010","17.46","3.20","1.03"
"NIFTY NEXT 50","13 Dec 2010","17.21","3.15","1.04"
"NIFTY NEXT 50","10 Dec 2010","16.91","3.10","1.06"
"NIFTY NEXT 50","09 Dec 2010","16.70","3.06","1.07"
"NIFTY NEXT 50","08 Dec 2010","17.29","3.17","1.04"
"NIFTY NEXT 50","07 Dec 2010","17.60","3.22","1.02"
"NIFTY NEXT 50","06 Dec 2010","17.83","3.26","1.01"
"NIFTY NEXT 50","03 Dec 2010","17.97","3.29","1.00"
"NIFTY NEXT 50","02 Dec 2010","18.23","3.34","0.98"
"NIFTY NEXT 50","01 Dec 2010","18.16","3.33","0.99"
"NIFTY NEXT 50","30 Nov 2010","17.73","3.25","1.01"
"NIFTY NEXT 50","29 Nov 2010","17.33","3.17","1.04"
"NIFTY NEXT 50","26 Nov 2010","17.03","3.12","1.05"
"NIFTY NEXT 50","25 Nov 2010","17.43","3.19","1.03"
"NIFTY NEXT 50","24 Nov 2010","17.97","3.29","1.00"
"NIFTY NEXT 50","23 Nov 2010","18.32","3.35","0.98"
"NIFTY NEXT 50","22 Nov 2010","18.51","3.39","0.97"
"NIFTY NEXT 50","19 Nov 2010","18.22","3.34","0.99"
"NIFTY NEXT 50","18 Nov 2010","18.56","3.40","0.97"
"NIFTY NEXT 50","16 Nov 2010","18.49","3.38","0.97"
"NIFTY NEXT 50","15 Nov 2010","18.83","3.45","0.95"
"NIFTY NEXT 50","12 Nov 2010","19.88","3.39","0.97"
"NIFTY NEXT 50","11 Nov 2010","20.34","3.47","0.95"
"NIFTY NEXT 50","10 Nov 2010","20.66","3.53","0.93"
"NIFTY NEXT 50","09 Nov 2010","20.70","3.53","0.93"
"NIFTY NEXT 50","08 Nov 2010","20.58","3.51","0.94"
"NIFTY NEXT 50","05 Nov 2010","20.62","3.52","0.93"
"NIFTY NEXT 50","04 Nov 2010","20.55","3.51","0.94"
"NIFTY NEXT 50","03 Nov 2010","20.38","3.48","0.94"
"NIFTY NEXT 50","02 Nov 2010","20.31","3.47","0.95"
"NIFTY NEXT 50","01 Nov 2010","20.15","3.44","0.95"
"NIFTY NEXT 50","29 Oct 2010","19.88","3.40","0.97"
"NIFTY NEXT 50","28 Oct 2010","19.89","3.40","0.97"
"NIFTY NEXT 50","27 Oct 2010","20.00","3.42","0.96"
"NIFTY NEXT 50","26 Oct 2010","20.07","3.43","0.96"
"NIFTY NEXT 50","25 Oct 2010","20.48","3.43","0.96"
"NIFTY NEXT 50","22 Oct 2010","20.50","3.44","0.96"
"NIFTY NEXT 50","21 Oct 2010","20.48","3.43","0.96"
"NIFTY NEXT 50","20 Oct 2010","20.10","3.37","0.98"
"NIFTY NEXT 50","19 Oct 2010","20.13","3.37","0.97"
"NIFTY NEXT 50","18 Oct 2010","20.15","3.38","0.97"
"NIFTY NEXT 50","15 Oct 2010","20.23","3.38","0.97"
"NIFTY NEXT 50","14 Oct 2010","20.59","3.44","0.96"
"NIFTY NEXT 50","13 Oct 2010","20.61","3.45","0.95"
"NIFTY NEXT 50","12 Oct 2010","20.41","3.42","0.96"
"NIFTY NEXT 50","11 Oct 2010","20.63","3.45","0.95"
"NIFTY NEXT 50","08 Oct 2010","20.41","3.42","0.96"
"NIFTY NEXT 50","07 Oct 2010","20.50","3.43","0.96"
"NIFTY NEXT 50","06 Oct 2010","20.75","3.47","0.92"
"NIFTY NEXT 50","05 Oct 2010","20.51","3.43","0.94"
"NIFTY NEXT 50","04 Oct 2010","20.45","3.42","0.94"
"NIFTY NEXT 50","01 Oct 2010","20.21","3.39","0.91"
"NIFTY NEXT 50","30 Sep 2010","19.96","3.46","0.94"
"NIFTY NEXT 50","29 Sep 2010","20.16","3.49","0.93"
"NIFTY NEXT 50","28 Sep 2010","20.22","3.50","0.92"
"NIFTY NEXT 50","27 Sep 2010","20.19","3.50","0.93"
"NIFTY NEXT 50","24 Sep 2010","20.13","3.49","0.93"
"NIFTY NEXT 50","23 Sep 2010","19.97","3.46","0.94"
"NIFTY NEXT 50","22 Sep 2010","20.00","3.47","0.93"
"NIFTY NEXT 50","21 Sep 2010","20.06","3.48","0.93"
"NIFTY NEXT 50","20 Sep 2010","20.14","3.49","0.93"
"NIFTY NEXT 50","17 Sep 2010","19.96","3.46","0.94"
"NIFTY NEXT 50","16 Sep 2010","19.67","3.41","0.95"
"NIFTY NEXT 50","15 Sep 2010","19.89","3.45","0.94"
"NIFTY NEXT 50","14 Sep 2010","19.80","3.43","0.94"
"NIFTY NEXT 50","13 Sep 2010","19.84","3.44","0.94"
"NIFTY NEXT 50","09 Sep 2010","19.03","3.30","0.98"
"NIFTY NEXT 50","08 Sep 2010","18.93","3.28","0.98"
"NIFTY NEXT 50","07 Sep 2010","18.93","3.28","0.98"
"NIFTY NEXT 50","06 Sep 2010","18.94","3.28","0.98"
"NIFTY NEXT 50","03 Sep 2010","18.69","3.24","1.00"
"NIFTY NEXT 50","02 Sep 2010","18.63","3.23","1.00"
"NIFTY NEXT 50","01 Sep 2010","18.55","3.22","1.00"
"NIFTY NEXT 50","31 Aug 2010","18.26","3.17","1.02"
"NIFTY NEXT 50","30 Aug 2010","18.31","3.17","1.02"
"NIFTY NEXT 50","27 Aug 2010","18.32","3.25","0.99"
"NIFTY NEXT 50","26 Aug 2010","18.51","3.28","0.98"
"NIFTY NEXT 50","25 Aug 2010","18.48","3.28","0.98"
"NIFTY NEXT 50","24 Aug 2010","18.69","3.31","0.97"
"NIFTY NEXT 50","23 Aug 2010","18.82","3.34","0.96"
"NIFTY NEXT 50","20 Aug 2010","18.75","3.32","0.96"
"NIFTY NEXT 50","19 Aug 2010","18.76","3.33","0.96"
"NIFTY NEXT 50","18 Aug 2010","18.59","3.30","0.97"
"NIFTY NEXT 50","17 Aug 2010","18.44","3.27","0.98"
"NIFTY NEXT 50","16 Aug 2010","18.37","3.28","0.99"
"NIFTY NEXT 50","13 Aug 2010","18.44","3.29","0.99"
"NIFTY NEXT 50","12 Aug 2010","18.24","3.25","1.00"
"NIFTY NEXT 50","11 Aug 2010","18.14","3.23","1.01"
"NIFTY NEXT 50","10 Aug 2010","18.29","3.26","1.00"
"NIFTY NEXT 50","09 Aug 2010","18.34","3.27","1.00"
"NIFTY NEXT 50","06 Aug 2010","18.04","3.20","1.02"
"NIFTY NEXT 50","05 Aug 2010","18.09","3.21","1.02"
"NIFTY NEXT 50","04 Aug 2010","18.12","3.22","1.01"
"NIFTY NEXT 50","03 Aug 2010","18.13","3.22","1.01"
"NIFTY NEXT 50","02 Aug 2010","18.06","3.31","0.98"
"NIFTY NEXT 50","30 Jul 2010","18.20","3.28","0.99"
"NIFTY NEXT 50","29 Jul 2010","18.27","3.29","0.99"
"NIFTY NEXT 50","28 Jul 2010","18.23","3.40","0.88"
"NIFTY NEXT 50","27 Jul 2010","18.18","3.39","0.88"
"NIFTY NEXT 50","26 Jul 2010","18.14","3.39","0.88"
"NIFTY NEXT 50","23 Jul 2010","17.60","3.40","0.88"
"NIFTY NEXT 50","22 Jul 2010","17.69","3.42","0.88"
"NIFTY NEXT 50","21 Jul 2010","17.70","3.41","0.88"
"NIFTY NEXT 50","20 Jul 2010","17.61","3.39","0.88"
"NIFTY NEXT 50","19 Jul 2010","17.68","3.41","0.88"
"NIFTY NEXT 50","16 Jul 2010","17.60","3.39","0.88"
"NIFTY NEXT 50","15 Jul 2010","17.50","3.37","0.89"
"NIFTY NEXT 50","14 Jul 2010","17.50","3.37","0.89"
"NIFTY NEXT 50","13 Jul 2010","17.52","3.37","0.89"
"NIFTY NEXT 50","12 Jul 2010","17.44","3.36","0.89"
"NIFTY NEXT 50","09 Jul 2010","17.39","3.35","0.89"
"NIFTY NEXT 50","08 Jul 2010","17.31","3.33","0.90"
"NIFTY NEXT 50","07 Jul 2010","17.18","3.31","0.90"
"NIFTY NEXT 50","06 Jul 2010","17.25","3.32","0.90"
"NIFTY NEXT 50","05 Jul 2010","17.13","3.30","0.91"
"NIFTY NEXT 50","02 Jul 2010","17.14","3.30","0.91"
"NIFTY NEXT 50","01 Jul 2010","17.19","3.31","0.90"
"NIFTY NEXT 50","30 Jun 2010","17.24","3.32","0.90"
"NIFTY NEXT 50","29 Jun 2010","17.16","3.31","0.91"
"NIFTY NEXT 50","28 Jun 2010","17.29","3.33","0.90"
"NIFTY NEXT 50","25 Jun 2010","17.05","3.28","0.91"
"NIFTY NEXT 50","24 Jun 2010","17.11","3.30","0.91"
"NIFTY NEXT 50","23 Jun 2010","17.08","3.29","0.91"
"NIFTY NEXT 50","22 Jun 2010","16.98","3.27","0.91"
"NIFTY NEXT 50","21 Jun 2010","17.08","3.29","0.91"
"NIFTY NEXT 50","18 Jun 2010","16.81","3.24","0.92"
"NIFTY NEXT 50","17 Jun 2010","16.90","3.26","0.92"
"NIFTY NEXT 50","16 Jun 2010","16.87","3.25","0.92"
"NIFTY NEXT 50","15 Jun 2010","16.82","3.24","0.92"
"NIFTY NEXT 50","14 Jun 2010","16.73","3.22","0.93"
"NIFTY NEXT 50","11 Jun 2010","16.64","3.21","0.93"
"NIFTY NEXT 50","10 Jun 2010","16.75","3.21","0.93"
"NIFTY NEXT 50","09 Jun 2010","16.54","3.17","0.94"
"NIFTY NEXT 50","08 Jun 2010","16.38","3.14","0.95"
"NIFTY NEXT 50","07 Jun 2010","16.49","3.16","0.95"
"NIFTY NEXT 50","04 Jun 2010","16.74","3.21","0.93"
"NIFTY NEXT 50","03 Jun 2010","16.70","3.20","0.94"
"NIFTY NEXT 50","02 Jun 2010","16.44","3.15","0.95"
"NIFTY NEXT 50","01 Jun 2010","16.29","3.12","0.96"
"NIFTY NEXT 50","31 May 2010","16.59","3.18","0.94"
"NIFTY NEXT 50","28 May 2010","16.37","3.14","0.95"
"NIFTY NEXT 50","27 May 2010","14.35","3.07","0.97"
"NIFTY NEXT 50","26 May 2010","14.20","3.04","0.98"
"NIFTY NEXT 50","25 May 2010","13.96","2.99","1.00"
"NIFTY NEXT 50","24 May 2010","14.40","3.08","0.97"
"NIFTY NEXT 50","21 May 2010","14.41","3.09","0.97"
"NIFTY NEXT 50","20 May 2010","14.57","3.12","0.96"
"NIFTY NEXT 50","19 May 2010","14.54","3.11","0.96"
"NIFTY NEXT 50","18 May 2010","14.93","3.20","0.94"
"NIFTY NEXT 50","17 May 2010","14.95","3.20","0.93"
"NIFTY NEXT 50","14 May 2010","14.95","3.20","0.94"
"NIFTY NEXT 50","13 May 2010","15.66","3.24","0.92"
"NIFTY NEXT 50","12 May 2010","15.45","3.20","0.94"
"NIFTY NEXT 50","11 May 2010","15.29","3.16","0.95"
"NIFTY NEXT 50","10 May 2010","15.46","3.20","0.94"
"NIFTY NEXT 50","07 May 2010","14.94","3.10","0.96"
"NIFTY NEXT 50","06 May 2010","15.34","3.19","0.94"
"NIFTY NEXT 50","05 May 2010","15.42","3.20","0.94"
"NIFTY NEXT 50","04 May 2010","15.25","3.17","0.95"
"NIFTY NEXT 50","03 May 2010","15.50","3.22","0.93"
"NIFTY NEXT 50","30 Apr 2010","15.52","3.22","0.93"
"NIFTY NEXT 50","29 Apr 2010","15.40","3.18","0.94"
"NIFTY NEXT 50","28 Apr 2010","15.28","3.15","0.95"
"NIFTY NEXT 50","27 Apr 2010","15.46","3.19","0.94"
"NIFTY NEXT 50","26 Apr 2010","15.70","3.20","0.94"
"NIFTY NEXT 50","23 Apr 2010","15.66","3.19","0.94"
"NIFTY NEXT 50","22 Apr 2010","15.64","3.19","0.94"
"NIFTY NEXT 50","21 Apr 2010","15.61","3.18","0.94"
"NIFTY NEXT 50","20 Apr 2010","15.49","3.16","0.95"
"NIFTY NEXT 50","19 Apr 2010","15.31","3.12","0.96"
"NIFTY NEXT 50","16 Apr 2010","15.48","3.16","0.95"
"NIFTY NEXT 50","15 Apr 2010","15.54","3.17","0.95"
"NIFTY NEXT 50","13 Apr 2010","15.60","3.18","0.94"
"NIFTY NEXT 50","12 Apr 2010","15.60","3.18","0.94"
"NIFTY NEXT 50","09 Apr 2010","15.71","3.20","0.93"
"NIFTY NEXT 50","08 Apr 2010","15.70","3.20","0.94"
"NIFTY NEXT 50","07 Apr 2010","16.17","3.24","0.91"
"NIFTY NEXT 50","06 Apr 2010","16.12","3.23","0.92"
"NIFTY NEXT 50","05 Apr 2010","16.08","3.23","0.92"
"NIFTY NEXT 50","01 Apr 2010","15.84","3.18","0.93"
"NIFTY NEXT 50","31 Mar 2010","15.76","3.16","0.94"
"NIFTY NEXT 50","30 Mar 2010","15.73","3.16","0.94"
"NIFTY NEXT 50","29 Mar 2010","15.70","3.15","0.94"
"NIFTY NEXT 50","26 Mar 2010","15.64","3.14","0.94"
"NIFTY NEXT 50","25 Mar 2010","15.46","3.10","0.95"
"NIFTY NEXT 50","23 Mar 2010","15.43","3.10","0.96"
"NIFTY NEXT 50","22 Mar 2010","15.35","3.08","0.96"
"NIFTY NEXT 50","19 Mar 2010","15.49","3.11","0.95"
"NIFTY NEXT 50","18 Mar 2010","15.42","3.09","0.96"
"NIFTY NEXT 50","17 Mar 2010","15.40","3.09","0.96"
"NIFTY NEXT 50","16 Mar 2010","15.35","3.08","0.96"
"NIFTY NEXT 50","15 Mar 2010","15.26","3.06","0.97"
"NIFTY NEXT 50","12 Mar 2010","15.35","3.08","0.96"
"NIFTY NEXT 50","11 Mar 2010","15.34","3.08","0.96"
"NIFTY NEXT 50","10 Mar 2010","15.41","3.09","0.96"
"NIFTY NEXT 50","09 Mar 2010","15.48","3.11","0.95"
"NIFTY NEXT 50","08 Mar 2010","15.63","3.14","0.94"
"NIFTY NEXT 50","05 Mar 2010","15.57","3.12","0.95"
"NIFTY NEXT 50","04 Mar 2010","15.49","3.11","0.95"
"NIFTY NEXT 50","03 Mar 2010","15.33","3.08","0.96"
"NIFTY NEXT 50","02 Mar 2010","15.05","3.02","0.98"
"NIFTY NEXT 50","26 Feb 2010","14.75","2.96","1.00"
"NIFTY NEXT 50","25 Feb 2010","14.56","2.91","1.02"
"NIFTY NEXT 50","24 Feb 2010","14.59","2.91","1.02"
"NIFTY NEXT 50","23 Feb 2010","14.58","2.91","1.02"
"NIFTY NEXT 50","22 Feb 2010","14.61","2.91","1.02"
"NIFTY NEXT 50","19 Feb 2010","14.71","2.93","1.01"
"NIFTY NEXT 50","18 Feb 2010","14.87","2.97","1.00"
"NIFTY NEXT 50","17 Feb 2010","14.99","2.99","0.99"
"NIFTY NEXT 50","16 Feb 2010","14.84","2.96","1.00"
"NIFTY NEXT 50","15 Feb 2010","14.72","2.94","1.01"
"NIFTY NEXT 50","11 Feb 2010","14.77","2.95","1.00"
"NIFTY NEXT 50","10 Feb 2010","14.67","2.93","1.01"
