"IndexName","Date","P/E","P/B","Div Yield %"
"NIFTY NEXT 50","23 Apr 2013","18.21","2.25","1.35"
"NIFTY NEXT 50","22 Apr 2013","18.29","2.26","1.34"
"NIFTY NEXT 50","18 Apr 2013","18.02","2.23","1.36"
"NIFTY NEXT 50","17 Apr 2013","17.79","2.20","1.38"
"NIFTY NEXT 50","16 Apr 2013","17.73","2.19","1.39"
"NIFTY NEXT 50","15 Apr 2013","17.48","2.16","1.41"
"NIFTY NEXT 50","12 Apr 2013","17.53","2.17","1.40"
"NIFTY NEXT 50","11 Apr 2013","17.42","2.15","1.41"
"NIFTY NEXT 50","10 Apr 2013","17.37","2.15","1.41"
"NIFTY NEXT 50","09 Apr 2013","17.21","2.13","1.43"
"NIFTY NEXT 50","08 Apr 2013","17.35","2.15","1.42"
"NIFTY NEXT 50","05 Apr 2013","17.28","2.14","1.42"
"NIFTY NEXT 50","04 Apr 2013","17.29","2.14","1.42"
"NIFTY NEXT 50","03 Apr 2013","17.57","2.17","1.40"
"NIFTY NEXT 50","02 Apr 2013","17.78","2.20","1.38"
"NIFTY NEXT 50","01 Apr 2013","17.53","2.17","1.40"
"NIFTY NEXT 50","28 Mar 2013","16.84","2.10","1.41"
"NIFTY NEXT 50","26 Mar 2013","16.57","2.07","1.44"
"NIFTY NEXT 50","25 Mar 2013","16.54","2.06","1.44"
"NIFTY NEXT 50","22 Mar 2013","16.64","2.08","1.43"
"NIFTY NEXT 50","21 Mar 2013","16.65","2.08","1.43"
"NIFTY NEXT 50","20 Mar 2013","16.77","2.09","1.42"
"NIFTY NEXT 50","19 Mar 2013","17.10","2.13","1.39"
"NIFTY NEXT 50","18 Mar 2013","17.46","2.18","1.36"
"NIFTY NEXT 50","15 Mar 2013","17.47","2.18","1.36"
"NIFTY NEXT 50","14 Mar 2013","17.55","2.19","1.36"
"NIFTY NEXT 50","13 Mar 2013","17.38","2.17","1.37"
"NIFTY NEXT 50","12 Mar 2013","17.66","2.20","1.35"
"NIFTY NEXT 50","11 Mar 2013","17.82","2.22","1.34"
"NIFTY NEXT 50","08 Mar 2013","17.79","2.22","1.34"
"NIFTY NEXT 50","07 Mar 2013","17.60","2.20","1.35"
"NIFTY NEXT 50","06 Mar 2013","17.54","2.19","1.36"
"NIFTY NEXT 50","05 Mar 2013","17.45","2.18","1.36"
"NIFTY NEXT 50","04 Mar 2013","17.20","2.15","1.38"
"NIFTY NEXT 50","01 Mar 2013","17.35","2.17","1.37"
"NIFTY NEXT 50","28 Feb 2013","17.19","2.15","1.38"
"NIFTY NEXT 50","27 Feb 2013","17.57","2.20","1.35"
"NIFTY NEXT 50","26 Feb 2013","17.34","2.17","1.37"
"NIFTY NEXT 50","25 Feb 2013","17.56","2.20","1.35"
"NIFTY NEXT 50","22 Feb 2013","17.65","2.21","1.34"
"NIFTY NEXT 50","21 Feb 2013","17.59","2.20","1.35"
"NIFTY NEXT 50","20 Feb 2013","17.96","2.25","1.32"
"NIFTY NEXT 50","19 Feb 2013","17.96","2.25","1.32"
"NIFTY NEXT 50","18 Feb 2013","17.80","2.23","1.33"
"NIFTY NEXT 50","15 Feb 2013","17.72","2.22","1.34"
"NIFTY NEXT 50","14 Feb 2013","17.68","2.22","1.34"
"NIFTY NEXT 50","13 Feb 2013","17.91","2.25","1.32"
"NIFTY NEXT 50","12 Feb 2013","16.92","2.27","1.31"
"NIFTY NEXT 50","11 Feb 2013","16.92","2.26","1.31"
"NIFTY NEXT 50","08 Feb 2013","16.82","2.25","1.33"
"NIFTY NEXT 50","07 Feb 2013","16.94","2.27","1.30"
"NIFTY NEXT 50","06 Feb 2013","17.11","2.29","1.29"
"NIFTY NEXT 50","05 Feb 2013","17.06","2.28","1.29"
"NIFTY NEXT 50","04 Feb 2013","17.23","2.29","1.29"
"NIFTY NEXT 50","01 Feb 2013","17.30","2.30","1.28"
"NIFTY NEXT 50","31 Jan 2013","17.26","2.29","1.29"
"NIFTY NEXT 50","30 Jan 2013","17.15","2.27","1.30"
"NIFTY NEXT 50","29 Jan 2013","17.19","2.28","1.29"
"NIFTY NEXT 50","28 Jan 2013","17.36","2.29","1.28"
"NIFTY NEXT 50","25 Jan 2013","17.42","2.29","1.29"
"NIFTY NEXT 50","24 Jan 2013","17.15","2.25","1.31"
"NIFTY NEXT 50","23 Jan 2013","17.57","2.29","1.28"
"NIFTY NEXT 50","22 Jan 2013","17.65","2.30","1.28"
"NIFTY NEXT 50","21 Jan 2013","17.83","2.33","1.27"
"NIFTY NEXT 50","18 Jan 2013","17.79","2.32","1.27"
"NIFTY NEXT 50","17 Jan 2013","17.89","2.33","1.26"
"NIFTY NEXT 50","16 Jan 2013","17.87","2.33","1.26"
"NIFTY NEXT 50","15 Jan 2013","18.18","2.36","1.25"
"NIFTY NEXT 50","14 Jan 2013","18.12","2.35","1.25"
"NIFTY NEXT 50","11 Jan 2013","17.87","2.32","1.27"
"NIFTY NEXT 50","10 Jan 2013","18.10","2.35","1.25"
"NIFTY NEXT 50","09 Jan 2013","18.13","2.35","1.25"
"NIFTY NEXT 50","08 Jan 2013","18.21","2.36","1.25"
"NIFTY NEXT 50","07 Jan 2013","18.22","2.36","1.25"
"NIFTY NEXT 50","04 Jan 2013","18.20","2.36","1.25"
"NIFTY NEXT 50","03 Jan 2013","18.21","2.36","1.25"
"NIFTY NEXT 50","02 Jan 2013","18.12","2.35","1.26"
"NIFTY NEXT 50","01 Jan 2013","18.00","2.33","1.26"
"NIFTY NEXT 50","31 Dec 2012","17.79","2.30","1.28"
"NIFTY NEXT 50","28 Dec 2012","17.70","2.29","1.29"
"NIFTY NEXT 50","27 Dec 2012","17.56","2.27","1.29"
"NIFTY NEXT 50","26 Dec 2012","17.62","2.28","1.29"
"NIFTY NEXT 50","24 Dec 2012","17.53","2.27","1.30"
"NIFTY NEXT 50","21 Dec 2012","17.51","2.27","1.30"
"NIFTY NEXT 50","20 Dec 2012","17.74","2.30","1.28"
"NIFTY NEXT 50","19 Dec 2012","17.72","2.29","1.28"
"NIFTY NEXT 50","18 Dec 2012","17.60","2.28","1.29"
"NIFTY NEXT 50","17 Dec 2012","17.36","2.25","1.31"
"NIFTY NEXT 50","14 Dec 2012","17.17","2.22","1.33"
"NIFTY NEXT 50","13 Dec 2012","17.04","2.21","1.34"
"NIFTY NEXT 50","12 Dec 2012","17.21","2.23","1.32"
"NIFTY NEXT 50","11 Dec 2012","17.19","2.22","1.32"
"NIFTY NEXT 50","10 Dec 2012","17.28","2.23","1.32"
"NIFTY NEXT 50","07 Dec 2012","17.21","2.23","1.32"
"NIFTY NEXT 50","06 Dec 2012","17.30","2.24","1.32"
"NIFTY NEXT 50","05 Dec 2012","17.16","2.22","1.33"
"NIFTY NEXT 50","04 Dec 2012","17.13","2.22","1.33"
"NIFTY NEXT 50","03 Dec 2012","17.05","2.20","1.34"
"NIFTY NEXT 50","30 Nov 2012","16.91","2.19","1.35"
"NIFTY NEXT 50","29 Nov 2012","16.80","2.17","1.36"
"NIFTY NEXT 50","27 Nov 2012","16.63","2.15","1.37"
"NIFTY NEXT 50","26 Nov 2012","16.37","2.12","1.39"
"NIFTY NEXT 50","23 Nov 2012","16.30","2.12","1.40"
"NIFTY NEXT 50","22 Nov 2012","16.23","2.11","1.40"
"NIFTY NEXT 50","21 Nov 2012","16.12","2.09","1.41"
"NIFTY NEXT 50","20 Nov 2012","16.05","2.08","1.42"
"NIFTY NEXT 50","19 Nov 2012","16.12","2.10","1.42"
"NIFTY NEXT 50","16 Nov 2012","16.24","2.10","1.42"
"NIFTY NEXT 50","15 Nov 2012","16.42","2.13","1.41"
"NIFTY NEXT 50","13 Nov 2012","16.39","2.12","1.41"
"NIFTY NEXT 50","12 Nov 2012","16.41","2.12","1.41"
"NIFTY NEXT 50","09 Nov 2012","18.80","2.08","1.44"
"NIFTY NEXT 50","08 Nov 2012","19.00","2.11","1.43"
"NIFTY NEXT 50","07 Nov 2012","18.99","2.11","1.43"
"NIFTY NEXT 50","06 Nov 2012","18.92","2.11","1.42"
"NIFTY NEXT 50","05 Nov 2012","18.88","2.11","1.42"
"NIFTY NEXT 50","02 Nov 2012","19.04","2.12","1.41"
"NIFTY NEXT 50","01 Nov 2012","19.01","2.10","1.42"
"NIFTY NEXT 50","31 Oct 2012","18.87","2.08","1.44"
"NIFTY NEXT 50","30 Oct 2012","18.85","2.06","1.45"
"NIFTY NEXT 50","29 Oct 2012","19.03","2.08","1.47"
"NIFTY NEXT 50","26 Oct 2012","19.42","2.09","1.46"
"NIFTY NEXT 50","25 Oct 2012","19.70","2.12","1.44"
"NIFTY NEXT 50","23 Oct 2012","19.74","2.13","1.45"
"NIFTY NEXT 50","22 Oct 2012","20.10","2.18","1.44"
"NIFTY NEXT 50","19 Oct 2012","20.06","2.18","1.44"
"NIFTY NEXT 50","18 Oct 2012","20.18","2.19","1.43"
"NIFTY NEXT 50","17 Oct 2012","19.99","2.17","1.45"
"NIFTY NEXT 50","16 Oct 2012","19.97","2.16","1.47"
"NIFTY NEXT 50","15 Oct 2012","20.15","2.19","1.45"
"NIFTY NEXT 50","12 Oct 2012","20.24","2.20","1.45"
"NIFTY NEXT 50","11 Oct 2012","20.24","2.20","1.45"
"NIFTY NEXT 50","10 Oct 2012","20.06","2.18","1.46"
"NIFTY NEXT 50","09 Oct 2012","20.29","2.20","1.45"
"NIFTY NEXT 50","08 Oct 2012","20.16","2.19","1.46"
"NIFTY NEXT 50","05 Oct 2012","20.32","2.20","1.45"
"NIFTY NEXT 50","04 Oct 2012","20.42","2.21","1.44"
"NIFTY NEXT 50","03 Oct 2012","20.26","2.22","1.45"
"NIFTY NEXT 50","01 Oct 2012","20.13","2.21","1.46"
"NIFTY NEXT 50","28 Sep 2012","19.99","2.19","1.47"
"NIFTY NEXT 50","27 Sep 2012","19.30","2.27","1.38"
"NIFTY NEXT 50","26 Sep 2012","19.15","2.26","1.38"
"NIFTY NEXT 50","25 Sep 2012","19.14","2.26","1.38"
"NIFTY NEXT 50","24 Sep 2012","19.04","2.25","1.39"
"NIFTY NEXT 50","21 Sep 2012","18.92","2.23","1.40"
"NIFTY NEXT 50","20 Sep 2012","18.60","2.19","1.42"
"NIFTY NEXT 50","18 Sep 2012","18.62","2.21","1.42"
"NIFTY NEXT 50","17 Sep 2012","18.37","2.19","1.44"
"NIFTY NEXT 50","14 Sep 2012","18.10","2.15","1.46"
"NIFTY NEXT 50","13 Sep 2012","17.94","2.13","1.47"
"NIFTY NEXT 50","12 Sep 2012","18.03","2.14","1.47"
"NIFTY NEXT 50","11 Sep 2012","18.01","2.14","1.47"
"NIFTY NEXT 50","10 Sep 2012","18.00","2.14","1.47"
"NIFTY NEXT 50","08 Sep 2012","17.92","2.13","1.48"
"NIFTY NEXT 50","07 Sep 2012","17.83","2.12","1.48"
"NIFTY NEXT 50","06 Sep 2012","17.66","2.10","1.50"
"NIFTY NEXT 50","05 Sep 2012","17.58","2.09","1.50"
"NIFTY NEXT 50","04 Sep 2012","17.69","2.10","1.50"
"NIFTY NEXT 50","03 Sep 2012","17.51","2.08","1.51"
"NIFTY NEXT 50","31 Aug 2012","17.54","2.09","1.51"
"NIFTY NEXT 50","30 Aug 2012","17.52","2.09","1.51"
"NIFTY NEXT 50","29 Aug 2012","17.49","2.08","1.51"
"NIFTY NEXT 50","28 Aug 2012","17.55","2.09","1.50"
"NIFTY NEXT 50","27 Aug 2012","17.69","2.11","1.49"
"NIFTY NEXT 50","24 Aug 2012","17.86","2.13","1.48"
"NIFTY NEXT 50","23 Aug 2012","17.92","2.14","1.47"
"NIFTY NEXT 50","22 Aug 2012","17.98","2.14","1.47"
"NIFTY NEXT 50","21 Aug 2012","18.07","2.15","1.46"
"NIFTY NEXT 50","17 Aug 2012","18.02","2.15","1.46"
"NIFTY NEXT 50","16 Aug 2012","15.24","2.17","1.46"
"NIFTY NEXT 50","14 Aug 2012","15.28","2.20","1.45"
"NIFTY NEXT 50","13 Aug 2012","15.30","2.20","1.44"
"NIFTY NEXT 50","10 Aug 2012","15.10","2.17","1.47"
"NIFTY NEXT 50","09 Aug 2012","15.14","2.17","1.46"
"NIFTY NEXT 50","08 Aug 2012","15.17","2.18","1.46"
"NIFTY NEXT 50","07 Aug 2012","15.26","2.19","1.45"
"NIFTY NEXT 50","06 Aug 2012","15.18","2.19","1.45"
"NIFTY NEXT 50","03 Aug 2012","15.13","2.17","1.46"
"NIFTY NEXT 50","02 Aug 2012","15.27","2.18","1.46"
"NIFTY NEXT 50","01 Aug 2012","15.21","2.17","1.46"
"NIFTY NEXT 50","31 Jul 2012","15.14","2.16","1.47"
"NIFTY NEXT 50","30 Jul 2012","15.10","2.15","1.48"
"NIFTY NEXT 50","27 Jul 2012","14.81","2.11","1.51"
"NIFTY NEXT 50","26 Jul 2012","14.85","2.11","1.50"
"NIFTY NEXT 50","25 Jul 2012","15.18","2.15","1.48"
"NIFTY NEXT 50","24 Jul 2012","15.27","2.18","1.46"
"NIFTY NEXT 50","23 Jul 2012","15.20","2.17","1.47"
"NIFTY NEXT 50","20 Jul 2012","15.52","2.20","1.45"
"NIFTY NEXT 50","19 Jul 2012","15.52","2.20","1.45"
"NIFTY NEXT 50","18 Jul 2012","15.48","2.20","1.45"
"NIFTY NEXT 50","17 Jul 2012","15.49","2.20","1.45"
"NIFTY NEXT 50","16 Jul 2012","15.57","2.21","1.45"
"NIFTY NEXT 50","13 Jul 2012","15.60","2.21","1.44"
"NIFTY NEXT 50","12 Jul 2012","15.66","2.22","1.44"
"NIFTY NEXT 50","11 Jul 2012","15.75","2.23","1.43"
"NIFTY NEXT 50","10 Jul 2012","15.84","2.24","1.42"
"NIFTY NEXT 50","09 Jul 2012","15.69","2.22","1.44"
"NIFTY NEXT 50","06 Jul 2012","15.87","2.25","1.42"
"NIFTY NEXT 50","05 Jul 2012","15.96","2.26","1.41"
"NIFTY NEXT 50","04 Jul 2012","15.87","2.25","1.42"
"NIFTY NEXT 50","03 Jul 2012","15.79","2.23","1.43"
"NIFTY NEXT 50","02 Jul 2012","15.60","2.21","1.45"
"NIFTY NEXT 50","29 Jun 2012","15.50","2.19","1.46"
"NIFTY NEXT 50","28 Jun 2012","15.18","2.15","1.49"
"NIFTY NEXT 50","27 Jun 2012","15.14","2.14","1.49"
"NIFTY NEXT 50","26 Jun 2012","15.08","2.13","1.50"
"NIFTY NEXT 50","25 Jun 2012","14.96","2.12","1.51"
"NIFTY NEXT 50","22 Jun 2012","15.02","2.12","1.50"
"NIFTY NEXT 50","21 Jun 2012","15.04","2.13","1.50"
"NIFTY NEXT 50","20 Jun 2012","14.89","2.11","1.52"
"NIFTY NEXT 50","19 Jun 2012","14.74","2.09","1.53"
"NIFTY NEXT 50","18 Jun 2012","14.70","2.08","1.54"
"NIFTY NEXT 50","15 Jun 2012","14.91","2.11","1.51"
"NIFTY NEXT 50","14 Jun 2012","14.78","2.09","1.53"
"NIFTY NEXT 50","13 Jun 2012","15.05","2.12","1.50"
"NIFTY NEXT 50","12 Jun 2012","15.03","2.12","1.51"
"NIFTY NEXT 50","11 Jun 2012","14.90","2.10","1.52"
"NIFTY NEXT 50","08 Jun 2012","14.99","2.11","1.51"
"NIFTY NEXT 50","07 Jun 2012","14.92","2.11","1.52"
"NIFTY NEXT 50","06 Jun 2012","14.78","2.09","1.53"
"NIFTY NEXT 50","05 Jun 2012","14.44","2.05","1.58"
"NIFTY NEXT 50","04 Jun 2012","14.38","2.04","1.57"
"NIFTY NEXT 50","01 Jun 2012","15.90","2.05","1.56"
"NIFTY NEXT 50","31 May 2012","16.11","2.08","1.54"
"NIFTY NEXT 50","30 May 2012","16.02","2.07","1.55"
"NIFTY NEXT 50","29 May 2012","16.25","2.12","1.50"
"NIFTY NEXT 50","28 May 2012","16.46","2.12","1.50"
"NIFTY NEXT 50","25 May 2012","16.23","2.09","1.52"
"NIFTY NEXT 50","24 May 2012","16.14","2.08","1.53"
"NIFTY NEXT 50","23 May 2012","16.03","2.06","1.54"
"NIFTY NEXT 50","22 May 2012","16.16","2.08","1.53"
"NIFTY NEXT 50","21 May 2012","16.32","2.10","1.51"
"NIFTY NEXT 50","18 May 2012","16.17","2.08","1.52"
"NIFTY NEXT 50","17 May 2012","16.20","2.09","1.52"
"NIFTY NEXT 50","16 May 2012","16.20","2.09","1.52"
"NIFTY NEXT 50","15 May 2012","16.46","2.12","1.49"
"NIFTY NEXT 50","14 May 2012","16.42","2.11","1.50"
"NIFTY NEXT 50","11 May 2012","16.47","2.12","1.50"
"NIFTY NEXT 50","10 May 2012","16.67","2.14","1.48"
"NIFTY NEXT 50","09 May 2012","16.63","2.13","1.49"
"NIFTY NEXT 50","08 May 2012","16.90","2.16","1.47"
"NIFTY NEXT 50","07 May 2012","17.37","2.20","1.44"
"NIFTY NEXT 50","04 May 2012","17.02","2.16","1.47"
"NIFTY NEXT 50","03 May 2012","17.25","2.19","1.45"
"NIFTY NEXT 50","02 May 2012","17.48","2.22","1.43"
"NIFTY NEXT 50","30 Apr 2012","17.50","2.22","1.43"
"NIFTY NEXT 50","28 Apr 2012","17.36","2.21","1.44"
"NIFTY NEXT 50","27 Apr 2012","17.29","2.20","1.44"
"NIFTY NEXT 50","26 Apr 2012","15.30","2.27","1.52"
"NIFTY NEXT 50","25 Apr 2012","15.44","2.28","1.51"
"NIFTY NEXT 50","24 Apr 2012","15.49","2.29","1.51"
"NIFTY NEXT 50","23 Apr 2012","15.63","2.30","1.50"
"NIFTY NEXT 50","20 Apr 2012","15.88","2.34","1.48"
"NIFTY NEXT 50","19 Apr 2012","16.00","2.35","1.47"
"NIFTY NEXT 50","18 Apr 2012","16.05","2.36","1.47"
"NIFTY NEXT 50","17 Apr 2012","16.07","2.36","1.46"
"NIFTY NEXT 50","16 Apr 2012","15.94","2.34","1.48"
"NIFTY NEXT 50","13 Apr 2012","15.82","2.33","1.49"
"NIFTY NEXT 50","12 Apr 2012","15.92","2.34","1.48"
"NIFTY NEXT 50","11 Apr 2012","15.82","2.33","1.49"
"NIFTY NEXT 50","10 Apr 2012","15.93","2.34","1.48"
"NIFTY NEXT 50","09 Apr 2012","15.91","2.34","1.48"
"NIFTY NEXT 50","04 Apr 2012","16.17","2.38","1.45"
"NIFTY NEXT 50","03 Apr 2012","16.20","2.38","1.45"
"NIFTY NEXT 50","02 Apr 2012","16.00","2.35","1.47"
"NIFTY NEXT 50","30 Mar 2012","15.87","2.33","1.48"
"NIFTY NEXT 50","29 Mar 2012","15.44","2.27","1.52"
"NIFTY NEXT 50","28 Mar 2012","15.34","2.25","1.53"
"NIFTY NEXT 50","27 Mar 2012","15.51","2.28","1.52"
"NIFTY NEXT 50","26 Mar 2012","15.40","2.26","1.53"
"NIFTY NEXT 50","23 Mar 2012","15.64","2.30","1.50"
"NIFTY NEXT 50","22 Mar 2012","15.48","2.28","1.52"
"NIFTY NEXT 50","21 Mar 2012","15.92","2.34","1.48"
"NIFTY NEXT 50","20 Mar 2012","15.58","2.29","1.51"
"NIFTY NEXT 50","19 Mar 2012","15.45","2.27","1.52"
"NIFTY NEXT 50","16 Mar 2012","15.68","2.30","1.50"
"NIFTY NEXT 50","15 Mar 2012","15.88","2.33","1.48"
"NIFTY NEXT 50","14 Mar 2012","16.20","2.38","1.45"
"NIFTY NEXT 50","13 Mar 2012","16.04","2.36","1.47"
"NIFTY NEXT 50","12 Mar 2012","15.90","2.34","1.48"
"NIFTY NEXT 50","09 Mar 2012","15.74","2.31","1.49"
"NIFTY NEXT 50","07 Mar 2012","15.34","2.26","1.53"
"NIFTY NEXT 50","06 Mar 2012","15.43","2.27","1.52"
"NIFTY NEXT 50","05 Mar 2012","15.52","2.28","1.51"
"NIFTY NEXT 50","03 Mar 2012","15.74","2.32","1.49"
"NIFTY NEXT 50","02 Mar 2012","15.74","2.32","1.49"
"NIFTY NEXT 50","01 Mar 2012","15.72","2.31","1.49"
"NIFTY NEXT 50","29 Feb 2012","15.85","2.33","1.48"
"NIFTY NEXT 50","28 Feb 2012","15.78","2.31","1.49"
"NIFTY NEXT 50","27 Feb 2012","15.24","2.23","1.54"
"NIFTY NEXT 50","24 Feb 2012","15.69","2.27","1.50"
"NIFTY NEXT 50","23 Feb 2012","15.81","2.28","1.48"
"NIFTY NEXT 50","22 Feb 2012","15.83","2.27","1.48"
"NIFTY NEXT 50","21 Feb 2012","16.42","2.37","1.42"
"NIFTY NEXT 50","17 Feb 2012","16.33","2.35","1.43"
"NIFTY NEXT 50","16 Feb 2012","16.27","2.34","1.43"
"NIFTY NEXT 50","15 Feb 2012","16.13","2.32","1.44"
"NIFTY NEXT 50","14 Feb 2012","15.76","2.27","1.47"
"NIFTY NEXT 50","13 Feb 2012","15.65","2.26","1.48"
"NIFTY NEXT 50","10 Feb 2012","15.63","2.25","1.49"
"NIFTY NEXT 50","09 Feb 2012","16.65","2.29","1.48"
"NIFTY NEXT 50","08 Feb 2012","16.47","2.26","1.49"
"NIFTY NEXT 50","07 Feb 2012","16.26","2.24","1.51"
"NIFTY NEXT 50","06 Feb 2012","16.51","2.27","1.49"
"NIFTY NEXT 50","03 Feb 2012","16.29","2.22","1.52"
"NIFTY NEXT 50","02 Feb 2012","16.22","2.23","1.52"
"NIFTY NEXT 50","01 Feb 2012","15.99","2.21","1.53"
"NIFTY NEXT 50","31 Jan 2012","15.82","2.19","1.55"
"NIFTY NEXT 50","30 Jan 2012","15.47","2.14","1.58"
"NIFTY NEXT 50","27 Jan 2012","15.82","2.19","1.55"
"NIFTY NEXT 50","25 Jan 2012","15.72","2.17","1.56"
"NIFTY NEXT 50","24 Jan 2012","15.48","2.16","1.56"
"NIFTY NEXT 50","23 Jan 2012","15.19","2.11","1.60"
"NIFTY NEXT 50","20 Jan 2012","15.20","2.12","1.60"
"NIFTY NEXT 50","19 Jan 2012","15.09","2.10","1.61"
"NIFTY NEXT 50","18 Jan 2012","14.84","2.07","1.64"
"NIFTY NEXT 50","17 Jan 2012","14.96","2.10","1.61"
"NIFTY NEXT 50","16 Jan 2012","14.76","2.09","1.59"
"NIFTY NEXT 50","13 Jan 2012","14.70","2.09","1.59"
"NIFTY NEXT 50","12 Jan 2012","14.61","2.07","1.60"
"NIFTY NEXT 50","11 Jan 2012","14.48","2.05","1.62"
"NIFTY NEXT 50","10 Jan 2012","14.32","2.03","1.64"
"NIFTY NEXT 50","09 Jan 2012","13.96","1.98","1.68"
"NIFTY NEXT 50","07 Jan 2012","13.91","1.97","1.69"
"NIFTY NEXT 50","06 Jan 2012","13.85","1.96","1.69"
"NIFTY NEXT 50","05 Jan 2012","13.93","1.97","1.68"
"NIFTY NEXT 50","04 Jan 2012","13.90","1.99","1.65"
"NIFTY NEXT 50","03 Jan 2012","13.86","1.98","1.65"
"NIFTY NEXT 50","02 Jan 2012","13.45","1.93","1.68"
"NIFTY NEXT 50","30 Dec 2011","13.48","1.94","1.68"
"NIFTY NEXT 50","29 Dec 2011","13.49","1.94","1.68"
"NIFTY NEXT 50","28 Dec 2011","13.54","1.95","1.67"
"NIFTY NEXT 50","27 Dec 2011","13.67","1.96","1.65"
"NIFTY NEXT 50","26 Dec 2011","13.79","1.98","1.64"
"NIFTY NEXT 50","23 Dec 2011","13.70","1.97","1.65"
"NIFTY NEXT 50","22 Dec 2011","13.82","1.99","1.64"
"NIFTY NEXT 50","21 Dec 2011","13.67","1.96","1.66"
"NIFTY NEXT 50","20 Dec 2011","13.42","1.93","1.69"
"NIFTY NEXT 50","19 Dec 2011","13.75","1.98","1.64"
"NIFTY NEXT 50","16 Dec 2011","14.05","2.02","1.61"
"NIFTY NEXT 50","15 Dec 2011","14.32","2.06","1.58"
"NIFTY NEXT 50","14 Dec 2011","14.34","2.06","1.58"
"NIFTY NEXT 50","13 Dec 2011","14.46","2.08","1.56"
"NIFTY NEXT 50","12 Dec 2011","14.49","2.08","1.56"
"NIFTY NEXT 50","09 Dec 2011","14.80","2.13","1.53"
"NIFTY NEXT 50","08 Dec 2011","14.97","2.15","1.51"
"NIFTY NEXT 50","07 Dec 2011","15.23","2.19","1.49"
"NIFTY NEXT 50","05 Dec 2011","15.26","2.19","1.48"
"NIFTY NEXT 50","02 Dec 2011","15.23","2.19","1.49"
"NIFTY NEXT 50","01 Dec 2011","14.84","2.13","1.52"
"NIFTY NEXT 50","30 Nov 2011","14.67","2.12","1.54"
"NIFTY NEXT 50","29 Nov 2011","14.75","2.13","1.53"
"NIFTY NEXT 50","28 Nov 2011","14.95","2.18","1.51"
"NIFTY NEXT 50","25 Nov 2011","14.66","2.13","1.54"
"NIFTY NEXT 50","24 Nov 2011","14.62","2.13","1.54"
"NIFTY NEXT 50","23 Nov 2011","14.38","2.10","1.57"
"NIFTY NEXT 50","22 Nov 2011","14.68","2.14","1.53"
"NIFTY NEXT 50","21 Nov 2011","14.65","2.14","1.54"
"NIFTY NEXT 50","18 Nov 2011","14.95","2.18","1.50"
"NIFTY NEXT 50","17 Nov 2011","15.02","2.19","1.50"
"NIFTY NEXT 50","16 Nov 2011","15.26","2.22","1.47"
"NIFTY NEXT 50","15 Nov 2011","15.33","2.24","1.47"
"NIFTY NEXT 50","14 Nov 2011","15.72","2.31","1.42"
"NIFTY NEXT 50","11 Nov 2011","15.80","2.32","1.41"
"NIFTY NEXT 50","09 Nov 2011","16.00","2.35","1.40"
"NIFTY NEXT 50","08 Nov 2011","16.24","2.38","1.38"
"NIFTY NEXT 50","04 Nov 2011","16.30","2.39","1.37"
"NIFTY NEXT 50","03 Nov 2011","16.14","2.37","1.38"
"NIFTY NEXT 50","02 Nov 2011","16.02","2.35","1.39"
"NIFTY NEXT 50","01 Nov 2011","16.00","2.35","1.40"
"NIFTY NEXT 50","31 Oct 2011","14.08","2.36","1.39"
"NIFTY NEXT 50","28 Oct 2011","14.01","2.35","1.39"
"NIFTY NEXT 50","26 Oct 2011","13.69","2.30","1.43"
"NIFTY NEXT 50","25 Oct 2011","13.60","2.28","1.44"
"NIFTY NEXT 50","24 Oct 2011","13.56","2.27","1.44"
"NIFTY NEXT 50","21 Oct 2011","13.52","2.28","1.44"
"NIFTY NEXT 50","20 Oct 2011","13.66","2.30","1.43"
"NIFTY NEXT 50","19 Oct 2011","13.78","2.32","1.41"
"NIFTY NEXT 50","18 Oct 2011","13.68","2.30","1.43"
"NIFTY NEXT 50","17 Oct 2011","13.84","2.33","1.41"
"NIFTY NEXT 50","14 Oct 2011","13.83","2.33","1.41"
"NIFTY NEXT 50","13 Oct 2011","13.83","2.33","1.41"
"NIFTY NEXT 50","12 Oct 2011","13.79","2.32","1.41"
"NIFTY NEXT 50","11 Oct 2011","13.56","2.28","1.44"
"NIFTY NEXT 50","10 Oct 2011","13.46","2.26","1.45"
"NIFTY NEXT 50","07 Oct 2011","13.01","2.27","1.50"
"NIFTY NEXT 50","05 Oct 2011","12.81","2.24","1.52"
"NIFTY NEXT 50","04 Oct 2011","12.90","2.25","1.51"
"NIFTY NEXT 50","03 Oct 2011","13.14","2.30","1.48"
"NIFTY NEXT 50","30 Sep 2011","13.43","2.35","1.45"
"NIFTY NEXT 50","29 Sep 2011","13.56","2.37","1.44"
"NIFTY NEXT 50","28 Sep 2011","13.51","2.36","1.44"
"NIFTY NEXT 50","27 Sep 2011","13.58","2.37","1.43"
"NIFTY NEXT 50","26 Sep 2011","13.33","2.33","1.46"
"NIFTY NEXT 50","23 Sep 2011","13.53","2.36","1.44"
"NIFTY NEXT 50","22 Sep 2011","13.62","2.38","1.43"
"NIFTY NEXT 50","21 Sep 2011","14.09","2.46","1.38"
"NIFTY NEXT 50","20 Sep 2011","13.97","2.44","1.39"
"NIFTY NEXT 50","19 Sep 2011","13.82","2.42","1.41"
"NIFTY NEXT 50","16 Sep 2011","13.90","2.43","1.40"
